age,gender,household,time,ward,year
47,m,s,0-1,09,3
47,m,s,0-1,09,3
47,m,s,0-1,09,3
47,m,s,0-1,09,3
47,m,s,0-1,09,3
47,m,s,0-1,09,3
47,w,s,0-1,09,3
47,m,m,0-1,09,3
47,m,m,0-1,09,3
47,m,m,0-1,09,3
47,m,m,0-1,09,3
52,m,s,0-1,09,3
52,m,s,0-1,09,3
52,m,s,0-1,09,3
52,m,s,0-1,09,3
52,m,s,0-1,09,3
52,m,s,0-1,09,3
52,m,s,0-1,09,3
52,w,s,0-1,09,3
52,m,m,0-1,09,3
52,w,m,0-1,09,3
52,w,m,0-1,09,3
57,m,s,0-1,09,3
57,m,s,2-3,09,3
57,m,s,2-3,09,3
57,m,s,2-3,09,3
57,m,s,2-3,09,3
57,m,s,2-3,09,3
57,m,s,2-3,09,3
57,m,s,2-3,09,3
57,m,s,2-3,09,3
57,m,s,2-3,09,3
57,m,s,2-3,09,3
57,m,s,2-3,09,3
57,w,s,0-1,09,3
57,w,s,0-1,09,3
57,m,m,0-1,09,3
57,m,m,0-1,09,3
57,m,m,0-1,09,3
57,m,m,0-1,09,3
57,m,m,0-1,09,3
57,w,m,0-1,09,3
57,w,m,0-1,09,3
57,w,m,0-1,09,3
62,m,s,2-3,09,3
62,m,s,2-3,09,3
62,m,s,2-3,09,3
62,m,s,2-3,09,3
62,m,s,2-3,09,3
62,m,s,2-3,09,3
62,m,s,2-3,09,3
62,m,s,2-3,09,3
62,m,s,2-3,09,3
62,m,s,2-3,09,3
62,m,s,4-7,09,3
62,m,s,4-7,09,3
62,m,s,4-7,09,3
62,w,s,0-1,09,3
62,w,s,0-1,09,3
62,m,m,0-1,09,3
62,m,m,0-1,09,3
62,m,m,0-1,09,3
62,m,m,0-1,09,3
62,m,m,0-1,09,3
62,m,m,0-1,09,3
62,m,m,0-1,09,3
62,m,m,0-1,09,3
62,w,m,0-1,09,3
67,m,s,4-7,09,3
67,m,s,4-7,09,3
67,m,s,4-7,09,3
67,m,s,4-7,09,3
67,m,s,4-7,09,3
67,m,s,4-7,09,3
67,m,s,4-7,09,3
67,m,s,4-7,09,3
67,m,s,4-7,09,3
67,m,s,8-14,09,3
67,m,s,8-14,09,3
67,m,s,8-14,09,3
67,m,s,8-14,09,3
67,w,s,0-1,09,3
67,m,m,0-1,09,3
67,m,m,0-1,09,3
67,w,m,0-1,09,3
72,m,s,8-14,09,3
72,m,s,8-14,09,3
72,m,s,8-14,09,3
72,m,s,8-14,09,3
72,m,s,8-14,09,3
72,m,s,8-14,09,3
72,m,s,8-14,09,3
72,m,s,8-14,09,3
72,m,s,8-14,09,3
72,m,s,15-30,09,3
72,m,s,15-30,09,3
72,m,s,15-30,09,3
72,w,s,2-3,09,3
72,w,s,2-3,09,3
72,m,m,0-1,09,3
72,m,m,0-1,09,3
72,m,m,0-1,09,3
72,m,m,0-1,09,3
72,m,m,0-1,09,3
72,w,m,0-1,09,3
72,w,m,0-1,09,3
72,w,m,0-1,09,3
72,w,m,0-1,09,3
77,m,s,15-30,09,3
77,m,s,15-30,09,3
77,m,s,15-30,09,3
77,m,s,15-30,09,3
77,m,s,15-30,09,3
77,w,s,2-3,09,3
77,w,s,2-3,09,3
77,w,s,2-3,09,3
77,w,s,2-3,09,3
77,w,s,2-3,09,3
77,w,s,2-3,09,3
77,w,s,2-3,09,3
77,w,s,2-3,09,3
77,m,m,0-1,09,3
77,m,m,0-1,09,3
77,m,m,0-1,09,3
77,m,m,0-1,09,3
77,m,m,0-1,09,3
77,m,m,0-1,09,3
77,w,m,0-1,09,3
77,w,m,0-1,09,3
82,m,s,15-30,09,3
82,m,s,15-30,09,3
82,m,s,31-90,09,3
82,m,s,31-90,09,3
82,m,s,31-90,09,3
82,m,s,31-90,09,3
82,w,s,2-3,09,3
82,w,s,4-7,09,3
82,w,s,4-7,09,3
82,w,s,4-7,09,3
82,w,s,4-7,09,3
82,w,s,4-7,09,3
82,w,s,4-7,09,3
82,m,m,0-1,09,3
82,m,m,0-1,09,3
82,m,m,0-1,09,3
82,m,m,0-1,09,3
82,m,m,0-1,09,3
82,m,m,0-1,09,3
82,w,m,0-1,09,3
87,m,s,31-90,09,3
87,m,s,31-90,09,3
87,m,s,91-180,09,3
87,m,s,91-180,09,3
87,m,s,>365,09,3
87,w,s,4-7,09,3
87,w,s,4-7,09,3
87,w,s,4-7,09,3
87,w,s,31-90,09,3
87,m,m,0-1,09,3
87,m,m,2-3,09,3
87,m,m,2-3,09,3
87,m,m,4-7,09,3
87,m,m,4-7,09,3
87,w,m,0-1,09,3
87,w,m,0-1,09,3
87,w,m,0-1,09,3
87,w,m,0-1,09,3
87,w,m,0-1,09,3
87,w,m,0-1,09,3
87,w,m,0-1,09,3
87,w,m,0-1,09,3
87,w,m,2-3,09,3
87,w,m,2-3,09,3
27,w,s,0-1,10,3
27,m,m,0-1,10,3
32,m,s,0-1,10,3
32,w,m,0-1,10,3
37,m,s,0-1,10,3
37,m,s,0-1,10,3
37,m,s,0-1,10,3
37,w,s,0-1,10,3
37,m,m,0-1,10,3
37,w,m,0-1,10,3
42,m,s,0-1,10,3
42,m,s,0-1,10,3
42,m,s,0-1,10,3
42,m,s,0-1,10,3
42,m,m,0-1,10,3
42,m,m,0-1,10,3
42,m,m,0-1,10,3
47,m,s,0-1,10,3
47,m,s,0-1,10,3
47,m,s,0-1,10,3
47,w,m,0-1,10,3
47,w,m,0-1,10,3
47,w,m,0-1,10,3
52,m,s,0-1,10,3
52,m,s,0-1,10,3
52,m,s,0-1,10,3
52,m,m,0-1,10,3
52,m,m,0-1,10,3
52,w,m,0-1,10,3
52,w,m,0-1,10,3
57,m,s,2-3,10,3
57,m,s,2-3,10,3
57,m,s,2-3,10,3
57,m,s,2-3,10,3
57,m,s,2-3,10,3
57,m,s,2-3,10,3
57,w,s,0-1,10,3
57,w,s,0-1,10,3
57,m,m,0-1,10,3
57,w,m,0-1,10,3
62,m,s,2-3,10,3
62,m,s,2-3,10,3
62,m,s,2-3,10,3
62,m,s,2-3,10,3
62,m,s,4-7,10,3
62,m,s,4-7,10,3
62,m,s,4-7,10,3
62,w,s,0-1,10,3
62,m,m,0-1,10,3
67,m,s,4-7,10,3
67,w,s,0-1,10,3
67,w,m,0-1,10,3
67,w,m,0-1,10,3
72,m,s,4-7,10,3
72,m,s,4-7,10,3
72,m,s,4-7,10,3
72,m,s,4-7,10,3
72,m,s,4-7,10,3
72,m,s,4-7,10,3
72,m,s,8-14,10,3
72,w,s,0-1,10,3
72,w,s,0-1,10,3
72,m,m,0-1,10,3
72,m,m,0-1,10,3
72,m,m,0-1,10,3
72,w,m,0-1,10,3
72,w,m,0-1,10,3
72,w,m,0-1,10,3
72,w,m,0-1,10,3
77,m,s,8-14,10,3
77,m,s,8-14,10,3
77,m,s,8-14,10,3
77,m,s,15-30,10,3
77,m,s,15-30,10,3
77,m,s,15-30,10,3
77,m,s,15-30,10,3
77,m,s,15-30,10,3
77,w,s,0-1,10,3
77,w,s,2-3,10,3
77,m,m,0-1,10,3
77,m,m,0-1,10,3
77,m,m,0-1,10,3
77,w,m,0-1,10,3
77,w,m,0-1,10,3
77,w,m,0-1,10,3
82,m,s,15-30,10,3
82,m,s,31-90,10,3
82,m,s,31-90,10,3
82,m,s,31-90,10,3
82,w,s,4-7,10,3
82,w,s,4-7,10,3
82,w,s,4-7,10,3
82,w,s,4-7,10,3
82,w,s,4-7,10,3
82,w,s,4-7,10,3
82,m,m,0-1,10,3
82,m,m,0-1,10,3
82,m,m,0-1,10,3
82,m,m,0-1,10,3
82,m,m,0-1,10,3
82,w,m,0-1,10,3
82,w,m,0-1,10,3
82,w,m,0-1,10,3
87,m,s,31-90,10,3
87,w,s,8-14,10,3
87,w,s,8-14,10,3
87,w,s,15-30,10,3
87,m,m,0-1,10,3
87,m,m,2-3,10,3
87,m,m,2-3,10,3
87,w,m,0-1,10,3
87,w,m,0-1,10,3
87,w,m,4-7,10,3
87,w,m,4-7,10,3
87,w,m,8-14,10,3
12,w,m,0-1,11,3
17,m,m,0-1,11,3
27,m,s,0-1,11,3
27,m,s,0-1,11,3
27,w,s,0-1,11,3
27,m,m,0-1,11,3
27,m,m,0-1,11,3
27,m,m,0-1,11,3
32,m,s,0-1,11,3
32,m,s,0-1,11,3
32,m,s,0-1,11,3
32,m,s,0-1,11,3
32,m,s,0-1,11,3
32,m,s,0-1,11,3
32,m,s,0-1,11,3
32,w,s,0-1,11,3
32,m,m,0-1,11,3
32,w,m,0-1,11,3
32,w,m,0-1,11,3
37,m,s,0-1,11,3
37,m,s,0-1,11,3
37,m,s,0-1,11,3
37,m,m,0-1,11,3
37,m,m,0-1,11,3
37,m,m,0-1,11,3
37,w,m,0-1,11,3
37,w,m,0-1,11,3
42,m,s,0-1,11,3
42,m,s,0-1,11,3
42,m,s,0-1,11,3
42,m,s,0-1,11,3
42,w,s,0-1,11,3
42,m,m,0-1,11,3
42,m,m,0-1,11,3
42,m,m,0-1,11,3
42,m,m,0-1,11,3
42,w,m,0-1,11,3
42,w,m,0-1,11,3
47,m,s,0-1,11,3
47,m,s,0-1,11,3
47,m,s,0-1,11,3
47,m,s,0-1,11,3
47,m,s,0-1,11,3
47,m,s,0-1,11,3
47,m,s,0-1,11,3
47,m,s,0-1,11,3
47,m,s,0-1,11,3
47,m,s,0-1,11,3
47,m,s,0-1,11,3
47,m,m,0-1,11,3
47,w,m,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,s,0-1,11,3
52,m,m,0-1,11,3
52,m,m,0-1,11,3
52,m,m,0-1,11,3
52,m,m,0-1,11,3
52,w,m,0-1,11,3
52,w,m,0-1,11,3
52,w,m,0-1,11,3
52,w,m,0-1,11,3
52,w,m,0-1,11,3
57,m,s,0-1,11,3
57,m,s,0-1,11,3
57,m,s,0-1,11,3
57,m,s,0-1,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,m,s,2-3,11,3
57,w,s,0-1,11,3
57,w,s,0-1,11,3
57,m,m,0-1,11,3
57,m,m,0-1,11,3
57,m,m,0-1,11,3
57,m,m,0-1,11,3
57,m,m,0-1,11,3
57,m,m,0-1,11,3
57,m,m,0-1,11,3
57,m,m,0-1,11,3
57,m,m,0-1,11,3
57,w,m,0-1,11,3
57,w,m,0-1,11,3
57,w,m,0-1,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,2-3,11,3
62,m,s,4-7,11,3
62,m,s,4-7,11,3
62,m,s,4-7,11,3
62,m,s,4-7,11,3
62,m,s,4-7,11,3
62,m,s,4-7,11,3
62,m,s,4-7,11,3
62,m,s,4-7,11,3
62,w,s,0-1,11,3
62,w,s,0-1,11,3
62,m,m,0-1,11,3
62,m,m,0-1,11,3
62,m,m,0-1,11,3
62,m,m,0-1,11,3
62,m,m,0-1,11,3
62,m,m,0-1,11,3
62,m,m,0-1,11,3
62,m,m,0-1,11,3
62,w,m,0-1,11,3
62,w,m,0-1,11,3
62,w,m,0-1,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,4-7,11,3
67,m,s,8-14,11,3
67,m,s,8-14,11,3
67,m,s,8-14,11,3
67,m,s,8-14,11,3
67,m,s,8-14,11,3
67,m,s,8-14,11,3
67,w,s,0-1,11,3
67,w,s,0-1,11,3
67,w,s,0-1,11,3
67,w,s,0-1,11,3
67,w,s,0-1,11,3
67,w,s,0-1,11,3
67,w,s,0-1,11,3
67,w,s,0-1,11,3
67,w,s,0-1,11,3
67,m,m,0-1,11,3
67,m,m,0-1,11,3
67,m,m,0-1,11,3
67,m,m,0-1,11,3
67,m,m,0-1,11,3
67,m,m,0-1,11,3
67,m,m,0-1,11,3
67,w,m,0-1,11,3
67,w,m,0-1,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,m,s,8-14,11,3
72,w,s,0-1,11,3
72,w,s,0-1,11,3
72,w,s,0-1,11,3
72,w,s,2-3,11,3
72,w,s,2-3,11,3
72,w,s,2-3,11,3
72,w,s,2-3,11,3
72,w,s,2-3,11,3
72,w,s,2-3,11,3
72,w,s,2-3,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,m,m,0-1,11,3
72,w,m,0-1,11,3
72,w,m,0-1,11,3
72,w,m,0-1,11,3
72,w,m,0-1,11,3
77,m,s,8-14,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,m,s,15-30,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,2-3,11,3
77,w,s,4-7,11,3
77,w,s,4-7,11,3
77,w,s,4-7,11,3
77,w,s,4-7,11,3
77,w,s,4-7,11,3
77,w,s,4-7,11,3
77,m,m,0-1,11,3
77,m,m,0-1,11,3
77,m,m,0-1,11,3
77,m,m,0-1,11,3
77,m,m,0-1,11,3
77,m,m,0-1,11,3
77,m,m,0-1,11,3
77,w,m,0-1,11,3
77,w,m,0-1,11,3
77,w,m,0-1,11,3
77,w,m,0-1,11,3
77,w,m,0-1,11,3
77,w,m,0-1,11,3
77,w,m,0-1,11,3
82,m,s,15-30,11,3
82,m,s,15-30,11,3
82,m,s,31-90,11,3
82,m,s,31-90,11,3
82,m,s,31-90,11,3
82,m,s,31-90,11,3
82,m,s,31-90,11,3
82,w,s,4-7,11,3
82,w,s,4-7,11,3
82,w,s,4-7,11,3
82,w,s,4-7,11,3
82,w,s,4-7,11,3
82,w,s,4-7,11,3
82,w,s,4-7,11,3
82,m,m,0-1,11,3
82,m,m,0-1,11,3
82,m,m,0-1,11,3
82,m,m,0-1,11,3
82,m,m,0-1,11,3
82,m,m,0-1,11,3
82,m,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
82,w,m,0-1,11,3
87,m,s,31-90,11,3
87,m,s,31-90,11,3
87,m,s,91-180,11,3
87,m,s,91-180,11,3
87,m,s,91-180,11,3
87,m,s,>365,11,3
87,w,s,8-14,11,3
87,w,s,8-14,11,3
87,w,s,8-14,11,3
87,w,s,8-14,11,3
87,w,s,8-14,11,3
87,w,s,15-30,11,3
87,w,s,31-90,11,3
87,w,s,31-90,11,3
87,m,m,2-3,11,3
87,m,m,2-3,11,3
87,m,m,2-3,11,3
87,m,m,2-3,11,3
87,m,m,4-7,11,3
87,m,m,4-7,11,3
87,m,m,15-30,11,3
87,m,m,31-90,11,3
87,w,m,0-1,11,3
87,w,m,0-1,11,3
87,w,m,0-1,11,3
87,w,m,0-1,11,3
87,w,m,0-1,11,3
87,w,m,2-3,11,3
87,w,m,2-3,11,3
87,w,m,2-3,11,3
87,w,m,2-3,11,3
87,w,m,181-365,11,3
12,m,m,0-1,12,3
12,m,m,0-1,12,3
17,m,s,0-1,12,3
17,m,m,0-1,12,3
22,m,s,0-1,12,3
22,m,s,0-1,12,3
22,w,s,0-1,12,3
22,w,s,0-1,12,3
22,w,s,0-1,12,3
22,w,s,0-1,12,3
22,w,s,0-1,12,3
27,m,s,0-1,12,3
27,w,s,0-1,12,3
27,w,s,0-1,12,3
27,w,m,0-1,12,3
27,w,m,0-1,12,3
32,m,s,0-1,12,3
32,m,s,0-1,12,3
32,m,s,0-1,12,3
32,m,s,0-1,12,3
32,m,s,0-1,12,3
32,m,s,0-1,12,3
32,w,s,0-1,12,3
32,m,m,0-1,12,3
32,m,m,0-1,12,3
32,w,m,0-1,12,3
37,m,s,0-1,12,3
37,m,s,0-1,12,3
37,m,s,0-1,12,3
37,m,s,0-1,12,3
37,w,s,0-1,12,3
37,w,s,0-1,12,3
37,m,m,0-1,12,3
37,m,m,0-1,12,3
37,m,m,0-1,12,3
37,m,m,0-1,12,3
37,m,m,0-1,12,3
37,w,m,0-1,12,3
42,m,s,0-1,12,3
42,m,s,0-1,12,3
42,m,s,0-1,12,3
42,m,s,0-1,12,3
42,w,s,0-1,12,3
42,m,m,0-1,12,3
42,m,m,0-1,12,3
42,m,m,0-1,12,3
42,w,m,0-1,12,3
47,m,s,0-1,12,3
47,m,s,0-1,12,3
47,m,s,0-1,12,3
47,m,s,0-1,12,3
47,m,m,0-1,12,3
47,m,m,0-1,12,3
47,m,m,0-1,12,3
47,m,m,0-1,12,3
47,m,m,0-1,12,3
47,m,m,0-1,12,3
52,m,s,0-1,12,3
52,m,s,0-1,12,3
52,m,s,0-1,12,3
52,m,s,0-1,12,3
52,m,s,0-1,12,3
52,m,s,0-1,12,3
52,m,s,0-1,12,3
52,m,s,0-1,12,3
52,m,s,0-1,12,3
52,m,s,0-1,12,3
52,m,s,0-1,12,3
52,w,s,0-1,12,3
52,w,s,0-1,12,3
52,w,s,0-1,12,3
52,w,s,0-1,12,3
52,m,m,0-1,12,3
52,m,m,0-1,12,3
52,m,m,0-1,12,3
52,m,m,0-1,12,3
52,m,m,0-1,12,3
52,m,m,0-1,12,3
52,m,m,0-1,12,3
52,m,m,0-1,12,3
52,m,m,0-1,12,3
52,m,m,0-1,12,3
52,m,m,0-1,12,3
52,w,m,0-1,12,3
57,m,s,0-1,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,m,s,2-3,12,3
57,w,s,0-1,12,3
57,w,s,0-1,12,3
57,w,s,0-1,12,3
57,w,s,0-1,12,3
57,w,s,0-1,12,3
57,m,m,0-1,12,3
57,m,m,0-1,12,3
57,m,m,0-1,12,3
57,m,m,0-1,12,3
57,m,m,0-1,12,3
57,w,m,0-1,12,3
57,w,m,0-1,12,3
57,w,m,0-1,12,3
57,w,m,0-1,12,3
62,m,s,2-3,12,3
62,m,s,2-3,12,3
62,m,s,2-3,12,3
62,m,s,2-3,12,3
62,m,s,2-3,12,3
62,m,s,2-3,12,3
62,m,s,2-3,12,3
62,m,s,2-3,12,3
62,w,s,0-1,12,3
62,w,s,0-1,12,3
62,w,s,0-1,12,3
62,w,s,0-1,12,3
62,w,s,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,m,m,0-1,12,3
62,w,m,0-1,12,3
62,w,m,0-1,12,3
62,w,m,0-1,12,3
67,m,s,2-3,12,3
67,m,s,2-3,12,3
67,m,s,2-3,12,3
67,m,s,2-3,12,3
67,m,s,2-3,12,3
67,m,s,2-3,12,3
67,m,s,2-3,12,3
67,m,s,2-3,12,3
67,m,s,4-7,12,3
67,m,s,4-7,12,3
67,m,s,4-7,12,3
67,m,s,4-7,12,3
67,w,s,2-3,12,3
67,w,s,2-3,12,3
67,w,s,2-3,12,3
67,w,s,2-3,12,3
67,w,s,2-3,12,3
67,w,s,2-3,12,3
67,m,m,0-1,12,3
67,m,m,0-1,12,3
67,m,m,0-1,12,3
67,m,m,0-1,12,3
67,m,m,0-1,12,3
67,m,m,0-1,12,3
67,m,m,0-1,12,3
67,m,m,0-1,12,3
67,m,m,0-1,12,3
67,m,m,0-1,12,3
67,w,m,0-1,12,3
67,w,m,0-1,12,3
67,w,m,0-1,12,3
72,m,s,4-7,12,3
72,m,s,4-7,12,3
72,m,s,4-7,12,3
72,m,s,4-7,12,3
72,m,s,4-7,12,3
72,m,s,4-7,12,3
72,m,s,4-7,12,3
72,m,s,4-7,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,w,s,2-3,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,m,m,0-1,12,3
72,w,m,0-1,12,3
72,w,m,0-1,12,3
72,w,m,0-1,12,3
72,w,m,0-1,12,3
77,m,s,4-7,12,3
77,m,s,4-7,12,3
77,m,s,4-7,12,3
77,m,s,4-7,12,3
77,m,s,4-7,12,3
77,m,s,4-7,12,3
77,m,s,8-14,12,3
77,m,s,8-14,12,3
77,m,s,8-14,12,3
77,m,s,8-14,12,3
77,m,s,8-14,12,3
77,m,s,8-14,12,3
77,m,s,8-14,12,3
77,m,s,8-14,12,3
77,m,s,8-14,12,3
77,m,s,8-14,12,3
77,w,s,2-3,12,3
77,w,s,2-3,12,3
77,w,s,4-7,12,3
77,w,s,4-7,12,3
77,w,s,4-7,12,3
77,w,s,4-7,12,3
77,w,s,4-7,12,3
77,w,s,4-7,12,3
77,w,s,4-7,12,3
77,w,s,4-7,12,3
77,w,s,4-7,12,3
77,m,m,0-1,12,3
77,m,m,0-1,12,3
77,m,m,0-1,12,3
77,m,m,0-1,12,3
77,m,m,0-1,12,3
77,m,m,0-1,12,3
77,m,m,0-1,12,3
77,m,m,0-1,12,3
77,m,m,0-1,12,3
77,w,m,0-1,12,3
77,w,m,0-1,12,3
77,w,m,0-1,12,3
77,w,m,0-1,12,3
77,w,m,0-1,12,3
77,w,m,0-1,12,3
77,w,m,0-1,12,3
82,m,s,8-14,12,3
82,m,s,15-30,12,3
82,m,s,15-30,12,3
82,m,s,15-30,12,3
82,m,s,15-30,12,3
82,m,s,15-30,12,3
82,m,s,15-30,12,3
82,w,s,4-7,12,3
82,w,s,4-7,12,3
82,w,s,8-14,12,3
82,w,s,8-14,12,3
82,w,s,8-14,12,3
82,w,s,8-14,12,3
82,w,s,8-14,12,3
82,w,s,8-14,12,3
82,w,s,8-14,12,3
82,w,s,8-14,12,3
82,w,s,15-30,12,3
82,w,s,15-30,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,m,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
82,w,m,0-1,12,3
87,m,s,31-90,12,3
87,m,s,31-90,12,3
87,m,s,31-90,12,3
87,m,s,31-90,12,3
87,m,s,31-90,12,3
87,m,s,31-90,12,3
87,m,s,31-90,12,3
87,m,s,31-90,12,3
87,m,s,91-180,12,3
87,m,s,91-180,12,3
87,w,s,31-90,12,3
87,w,s,31-90,12,3
87,w,s,31-90,12,3
87,w,s,91-180,12,3
87,w,s,181-365,12,3
87,m,m,0-1,12,3
87,m,m,0-1,12,3
87,m,m,0-1,12,3
87,m,m,0-1,12,3
87,m,m,0-1,12,3
87,m,m,0-1,12,3
87,m,m,2-3,12,3
87,m,m,2-3,12,3
87,m,m,2-3,12,3
87,m,m,2-3,12,3
87,m,m,2-3,12,3
87,m,m,2-3,12,3
87,m,m,4-7,12,3
87,m,m,4-7,12,3
87,m,m,4-7,12,3
87,m,m,8-14,12,3
87,w,m,0-1,12,3
87,w,m,0-1,12,3
87,w,m,0-1,12,3
87,w,m,0-1,12,3
87,w,m,0-1,12,3
87,w,m,0-1,12,3
87,w,m,0-1,12,3
87,w,m,0-1,12,3
87,w,m,0-1,12,3
87,w,m,0-1,12,3
87,w,m,2-3,12,3
87,w,m,4-7,12,3
22,m,s,0-1,13,3
22,m,s,0-1,13,3
22,w,m,0-1,13,3
32,w,s,0-1,13,3
32,m,m,0-1,13,3
32,m,m,0-1,13,3
32,w,m,0-1,13,3
37,m,s,0-1,13,3
37,m,s,0-1,13,3
42,m,s,0-1,13,3
42,m,s,0-1,13,3
47,m,s,0-1,13,3
47,m,s,0-1,13,3
52,m,s,0-1,13,3
52,m,s,0-1,13,3
52,m,s,0-1,13,3
